TV_Ad_Spend_EUR,Digital_Ad_Spend_EUR,Print_Ad_Spend_EUR,Price_Discount_Percent,Store_Visits,Quarterly_Sales_EUR
284658.2905271874,135559.55260729627,36004.48339822537,1.0741740493946217,5231.5751359775195,663744.3367174257
128732.9472811442,127010.21448663068,193912.72465281066,7.017386354451672,6870.648290383324,697050.1108740423
106203.55235439718,25459.827707797096,123787.87310546775,11.895430506689774,6695.2997651906535,508874.8190884432
229499.61225149868,266945.5843975497,36932.12449839605,4.5759474308866785,8858.91657816045,940806.0121748426
293398.20851851394,207796.8311984158,161809.89817615744,19.39023669480128,3244.2754569877848,960268.3004833203
180780.45484729516,236803.36841370145,32527.421214604437,22.576153650292735,1832.309624693658,825856.2709683853
392690.3953861539,204730.48372914465,57828.06780510533,5.296490840247814,1018.7121737006271,668393.6753862953
280235.30066224805,112755.04563187399,114775.22046960313,18.679109122310905,4852.0817958036205,862552.0190512318
202754.12256405715,159436.25463649485,34685.631788854545,6.540533924263292,5459.951484184713,690122.7422687671
169004.6569137772,51692.40449637165,21920.89166950521,8.680997421466804,14555.040199342806,557215.27589984
150407.6461373304,61060.93060661139,137635.59905081821,6.556535201818484,4045.789090195693,340325.0739831715
297038.8888059358,107359.54600121654,13110.271001736772,5.2946887227086705,8626.740833714273,699277.4634649276
186657.45297825726,198450.16653420415,73361.59573840951,6.976551413899465,13161.051240591023,896524.5239064957
42677.60071163597,185884.5019196114,52876.17995736911,9.081089054509913,11344.093249725072,634476.894057121
171256.81702556394,235949.14305122208,187445.51748599779,4.714014124208399,1828.4098283362646,658526.7412588269
300438.25417817355,166664.7899647214,117927.74053923185,21.55639030332318,6216.849378088567,804780.4183064541
89346.85757232999,207566.2133572926,18498.830257680667,1.3140201054825966,10312.413973946359,724413.8129613681
86671.66733604716,27506.877916014975,84864.68570095509,16.704444662128417,1086.9487891953702,498524.851598991
221989.5220598986,280989.9025221069,77897.84763243077,11.505767438093436,14345.937649884421,1062850.7615704138
222094.4830968091,256163.31094418323,33351.492837232945,13.583626258415688,4239.018859426362,791294.5208108419
261072.364249502,281935.1743675576,147948.19818462318,22.463648813752766,7818.435959549915,1105092.769843524
342784.08174956,64483.13483788479,41500.190799899654,4.554107841235994,1997.2776862828355,457080.34129473544
295293.0234470414,56602.40115931273,170347.22515724512,6.529769813005326,3110.610543677323,642428.6657345155
252188.9340574815,168969.56712621945,187897.18946003835,10.157981664522872,5819.467163307548,861228.8585974583
294528.48537668417,254034.7785663088,22047.955437760036,5.787762260485568,2562.193438188319,688948.9466611947
142724.3872642077,225437.75758668903,133801.9839094833,19.90853322081265,4377.894806590736,669530.844358678
157479.68913647937,88708.28248297084,127138.84807403965,4.334911288098459,7877.310283012184,760820.8403300672
106740.02773400313,150446.03751672865,104910.79743861177,14.253231811238958,8988.913864274251,824515.3270571136
131611.33762775516,82077.54536057418,129197.72094760492,1.282899543102084,12667.295532522767,625044.6505594825
259770.92706470535,175805.61292743636,181377.43707162904,2.0890705880556473,4522.851036054988,808886.3963746871
54999.87717912857,176746.70615826084,152510.04429994652,0.296528287752057,11981.115028737831,579399.7258409857
184806.44561822072,38689.17557478756,130867.46358938405,14.82290601171642,14746.099874152977,826196.0408588308
183727.85006526465,195352.7496380625,88410.44749187176,13.636060634499561,14024.429286845372,1192248.2047903484
207600.33710711636,42653.63749383343,52196.854448553255,12.29518157526237,2841.320872275377,540593.7090387873
181815.51031241464,22952.79401317318,44758.23167738606,7.485534267917232,7049.739827169883,522748.65511017886
138659.2647295368,258711.91611696998,47314.79984739732,13.25131085753341,10181.987321988472,961466.6271459741
182013.49664586713,85807.4398468358,173520.17101789644,12.200144540083016,1997.5777409236912,624558.2783536392
359487.8819845112,147553.5866224837,28365.76887626057,16.28397124749985,6596.363212739305,856102.4337968848
378780.80691747426,282318.85804256407,27614.540783730434,8.241886331435019,13703.17323891631,1020496.6310960746
210697.93683604788,193242.8310970551,9150.908739842618,5.770622397943942,12975.967534495507,987116.7773793641
257102.12168100226,121192.6648601143,146659.819352211,18.152039707685034,1668.6589290866677,760081.1296344717
63934.99013013238,257774.83963201696,6041.9766606676985,17.4415207339578,11805.32304363232,1036896.3668705386
